
4K,#genre#
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8$LR•IPV4•47『线路4』
CCTV1,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=6607337aa8fa6d6cd9b46915384af2$LR•IPV4•47『线路5』
CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8$LR•IPV4•47『线路6』
CCTV1,http://www.ikerobot.com:1234/608807420$LR•IPV4•47『线路7』
CCTV1,http://119.233.255.62:1234/608807420$LR•IPV4•47『线路8』
CCTV1,http://120.48.113.49:6006/608807420$LR•IPV4•47『线路9』
CCTV1,http://222.213.105.65:7788/608807420$LR•IPV4•47『线路10』
CCTV1,http://2280.eu.org:1234/608807420$LR•IPV4•47『线路11』
CCTV1,http://122.227.204.50:1905/608807420$LR•IPV4•47『线路12』
CCTV1,http://222.134.19.49:8090/608807420$LR•IPV4•47『线路13』
CCTV1,http://124.221.146.169:7001/608807420$LR•IPV4•47『线路14』
CCTV1,http://121.29.157.193:7788/608807420$LR•IPV4•47『线路15』
CCTV1,http://14.118.89.10:7788/608807420$LR•IPV4•47『线路16』
CCTV1,http://45.78.61.93:1234/608807420$LR•IPV4•47『线路17』
CCTV1,http://fn.gcl.de5.net:5908/gsh950428/608807420$LR•IPV4•47『线路18』
CCTV1,https://live.chinacert.cftest5.cn/cnmg/live/608807420$LR•IPV4•47『线路19』
CCTV1,http://mg.cttv.vip/608807420$LR•IPV4•47『线路20』
CCTV1,http://47.119.24.76:59093/608807420$LR•IPV4•47『线路21』
CCTV1,http://113.98.11.46:3000/608807420$LR•IPV4•47『线路22』
CCTV1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8$LR•IPV4•47『线路23』
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/index.m3u8$LR•IPV4•47『线路24』
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227088/index.m3u8$LR•IPV4•47『线路25』
CCTV1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8$LR•IPV4•47『线路26』
CCTV1,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227209/index.m3u8$LR•IPV4•47『线路27』
CCTV1,http://45.192.97.170:8880/play/1.m3u8$LR•IPV4•47『线路28』
CCTV1,http://f.123.rr.kg/163189/cctv1$LR•IPV4•47『线路29』
CCTV1,http://c.123.rr.kg/163189/cctv1$LR•IPV4•47『线路30』
CCTV1,http://111.29.9.33:6610/000000001000/1000000001000021973/index.m3u8?channel-id=bestzb&Contentid=1000000001000021973&livemode=1&stbId=3$LR•IPV4•47『线路31』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000004000002226&livemode=1&stbId=yu&mode=1&$8M$LR•IPV4•47『线路32』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000010000030810&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•47『线路33』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000018602&livemode=1&stbId=yu&mode=1&$8M$LR•IPV4•47『线路34』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021973&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•47『线路35』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265001&livemode=1&stbId=yu&mode=1&$6M$LR•IPV4•47『线路36』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=reallive-cctv1&livemode=1&stbId=yu&mode=1&$2M$LR•IPV4•47『线路37』
CCTV1,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000001000004953&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•47『线路38』
CCTV1,http://111.29.9.35:6610/000000001000/1000000001000018602/index.m3u8?channel-id=ystenlive&Contentid=1000000001000018602&livemode=1&stbId=3$LR•IPV4•47『线路39』
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?$LR•IPV6•47『线路40』
CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•47『线路41』
CCTV1,http://173.208.212.130:8181/720p/cctv1.m3u8$LR•IPV4•47『线路42』
CCTV1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8$LR•IPV4•47『线路43』
CCTV1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8$LR•IPV4•47『线路44』
CCTV1,http://198.204.228.26/live/cctv1hd.m3u8$LR•IPV4•47『线路45』
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•47『线路46』
CCTV1,http://69.30.245.50/live/cctv1.m3u8$LR•IPV4•47『线路47』
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8$LR•IPV4•39『线路1』
CCTV2,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=8b1ef854627b2932a03253027be80a$LR•IPV4•39『线路2』
CCTV2,http://183.129.255.66:8480/hls/2/index.m3u8$LR•IPV4•39『线路3』
CCTV2,http://www.ikerobot.com:1234/631780532$LR•IPV4•39『线路4』
CCTV2,http://119.233.255.62:1234/631780532$LR•IPV4•39『线路5』
CCTV2,http://120.48.113.49:6006/631780532$LR•IPV4•39『线路6』
CCTV2,http://222.213.105.65:7788/631780532$LR•IPV4•39『线路7』
CCTV2,http://2280.eu.org:1234/631780532$LR•IPV4•39『线路8』
CCTV2,http://122.227.204.50:1905/631780532$LR•IPV4•39『线路9』
CCTV2,http://222.134.19.49:8090/631780532$LR•IPV4•39『线路10』
CCTV2,http://124.221.146.169:7001/631780532$LR•IPV4•39『线路11』
CCTV2,http://121.29.157.193:7788/631780532$LR•IPV4•39『线路12』
CCTV2,http://14.118.89.10:7788/631780532$LR•IPV4•39『线路13』
CCTV2,http://45.78.61.93:1234/631780532$LR•IPV4•39『线路14』
CCTV2,http://fn.gcl.de5.net:5908/gsh950428/631780532$LR•IPV4•39『线路15』
CCTV2,https://live.chinacert.cftest5.cn/cnmg/live/631780532$LR•IPV4•39『线路16』
CCTV2,http://mg.cttv.vip/631780532$LR•IPV4•39『线路17』
CCTV2,http://47.119.24.76:59093/631780532$LR•IPV4•39『线路18』
CCTV2,http://113.98.11.46:3000/631780532$LR•IPV4•39『线路19』
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8$LR•IPV4•39『线路20』
CCTV2,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8$LR•IPV4•39『线路21』
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226195/index.m3u8$LR•IPV4•39『线路22』
CCTV2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225762/index.m3u8$LR•IPV4•39『线路23』
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8$LR•IPV4•39『线路24』
CCTV2,http://45.192.97.170:8880/play/2.m3u8$LR•IPV4•39『线路25』
CCTV2,http://f.123.rr.kg/163189/cctv2$LR•IPV4•39『线路26』
CCTV2,http://111.29.9.33:6610/000000001000/1000000001000012442/index.m3u8?channel-id=bestzb&Contentid=1000000001000012442&livemode=1&stbId=3$LR•IPV4•39『线路27』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000005000031113&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•39『线路28』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000011000031101&livemode=1&stbId=yu&mode=1&$8M$LR•IPV4•39『线路29』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•39『线路30』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=yu&mode=1&$8M$LR•IPV4•39『线路31』
CCTV2,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265002&livemode=1&stbId=yu&mode=1&$6M$LR•IPV4•39『线路32』
CCTV2,http://111.29.9.34:6610/000000001000/1000000001000012442/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=3$LR•IPV4•39『线路33』
CCTV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?$LR•IPV6•39『线路34』
CCTV2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•39『线路35』
CCTV2,http://198.204.228.26/live/cctv2hd.m3u8$LR•IPV4•39『线路36』
CCTV2,http://204.12.221.218:8181/3m1080p/cctv2.m3u8$LR•IPV4•39『线路37』
CCTV2,http://113.25.252.226:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•39『线路38』
CCTV2,http://74.91.26.218:82/live/cctv2hd.m3u8$LR•IPV4•39『线路39』
CCTV3,http://120.198.95.220:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&down=1$LR•IPV4•36『线路1』
CCTV3,http://112.30.73.119:229/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•36『线路2』
CCTV3,http://120.76.248.139/live/bfgd/4200000062.m3u8$LR•IPV4•36『线路3』
CCTV3,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=946c9b8ad616a27881ba78b3e7f291$LR•IPV4•36『线路4』
CCTV3,http://183.129.255.66:8480/hls/3/index.m3u8$LR•IPV4•36『线路5』
CCTV3,http://www.ikerobot.com:1234/624878271$LR•IPV4•36『线路6』
CCTV3,http://119.233.255.62:1234/624878271$LR•IPV4•36『线路7』
CCTV3,http://120.48.113.49:6006/624878271$LR•IPV4•36『线路8』
CCTV3,http://222.213.105.65:7788/624878271$LR•IPV4•36『线路9』
CCTV3,http://2280.eu.org:1234/624878271$LR•IPV4•36『线路10』
CCTV3,http://122.227.204.50:1905/624878271$LR•IPV4•36『线路11』
CCTV3,http://222.134.19.49:8090/624878271$LR•IPV4•36『线路12』
CCTV3,http://124.221.146.169:7001/624878271$LR•IPV4•36『线路13』
CCTV3,http://121.29.157.193:7788/624878271$LR•IPV4•36『线路14』
CCTV3,http://14.118.89.10:7788/624878271$LR•IPV4•36『线路15』
CCTV3,http://45.78.61.93:1234/624878271$LR•IPV4•36『线路16』
CCTV3,http://fn.gcl.de5.net:5908/gsh950428/624878271$LR•IPV4•36『线路17』
CCTV3,https://live.chinacert.cftest5.cn/cnmg/live/624878271$LR•IPV4•36『线路18』
CCTV3,http://mg.cttv.vip/624878271$LR•IPV4•36『线路19』
CCTV3,http://47.119.24.76:59093/624878271$LR•IPV4•36『线路20』
CCTV3,http://113.98.11.46:3000/624878271$LR•IPV4•36『线路21』
CCTV3,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8$LR•IPV4•36『线路22』
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227067/index.m3u8$LR•IPV4•36『线路23』
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$LR•IPV4•36『线路24』
CCTV3,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227215/index.m3u8$LR•IPV4•36『线路25』
CCTV3,http://45.192.97.170:8880/play/3.m3u8$LR•IPV4•36『线路26』
CCTV3,http://f.123.rr.kg/163189/cctv3$LR•IPV4•36『线路27』
CCTV3,http://111.29.9.33:6610/000000001000/1000000001000011218/index.m3u8?channel-id=bestzb&Contentid=1000000001000011218&livemode=1&stbId=3$LR•IPV4•36『线路28』
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000002000020548&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•36『线路29』
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•36『线路30』
CCTV3,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=yu&mode=1&$6M$LR•IPV4•36『线路31』
CCTV3,http://111.29.9.38:6610/000000001000/1000000001000011218/index.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=3$LR•IPV4•36『线路32』
CCTV3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226471/1.m3u8?$LR•IPV6•36『线路33』
CCTV3,http://74.91.26.218:82/live/cctv3hd.m3u8$LR•IPV4•36『线路34』
CCTV3,http://112.30.73.119:9901/tsfile/live/0003_2.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4•36『线路35』
CCTV3,http://173.208.212.130:8181/1080p/cctv3.m3u8$LR•IPV4•36『线路36』
CCTV4,http://120.198.95.220:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&down=1$LR•IPV4•79『线路1』
CCTV4,http://112.27.5.218:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•79『线路2』
CCTV4,http://221.13.235.123:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•79『线路3』
CCTV4,http://120.76.248.139/live/bfgd/4200000063.m3u8$LR•IPV4•79『线路4』
CCTV4,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=ce40011999fc355a79c9a11429fcf3$LR•IPV4•79『线路5』
CCTV4,http://183.129.255.66:8480/hls/4/index.m3u8$LR•IPV4•79『线路6』
CCTV4,http://www.ikerobot.com:1234/631780421$LR•IPV4•79『线路7』
CCTV4,http://www.ikerobot.com:1234/608807419$LR•IPV4•79『线路8』
CCTV4,http://www.ikerobot.com:1234/608807416$LR•IPV4•79『线路9』
CCTV4,http://119.233.255.62:1234/631780421$LR•IPV4•79『线路10』
CCTV4,http://119.233.255.62:1234/608807419$LR•IPV4•79『线路11』
CCTV4,http://119.233.255.62:1234/608807416$LR•IPV4•79『线路12』
CCTV4,http://120.48.113.49:6006/631780421$LR•IPV4•79『线路13』
CCTV4,http://120.48.113.49:6006/608807419$LR•IPV4•79『线路14』
CCTV4,http://120.48.113.49:6006/608807416$LR•IPV4•79『线路15』
CCTV4,http://222.213.105.65:7788/631780421$LR•IPV4•79『线路16』
CCTV4,http://222.213.105.65:7788/608807419$LR•IPV4•79『线路17』
CCTV4,http://222.213.105.65:7788/608807416$LR•IPV4•79『线路18』
CCTV4,http://2280.eu.org:1234/631780421$LR•IPV4•79『线路19』
CCTV4,http://2280.eu.org:1234/608807419$LR•IPV4•79『线路20』
CCTV4,http://2280.eu.org:1234/608807416$LR•IPV4•79『线路21』
CCTV4,http://122.227.204.50:1905/631780421$LR•IPV4•79『线路22』
CCTV4,http://122.227.204.50:1905/608807419$LR•IPV4•79『线路23』
CCTV4,http://122.227.204.50:1905/608807416$LR•IPV4•79『线路24』
CCTV4,http://222.134.19.49:8090/631780421$LR•IPV4•79『线路25』
CCTV4,http://222.134.19.49:8090/608807419$LR•IPV4•79『线路26』
CCTV4,http://222.134.19.49:8090/608807416$LR•IPV4•79『线路27』
CCTV4,http://124.221.146.169:7001/631780421$LR•IPV4•79『线路28』
CCTV4,http://124.221.146.169:7001/608807419$LR•IPV4•79『线路29』
CCTV4,http://124.221.146.169:7001/608807416$LR•IPV4•79『线路30』
CCTV4,http://121.29.157.193:7788/631780421$LR•IPV4•79『线路31』
CCTV4,http://121.29.157.193:7788/608807419$LR•IPV4•79『线路32』
CCTV4,http://121.29.157.193:7788/608807416$LR•IPV4•79『线路33』
CCTV4,http://14.118.89.10:7788/631780421$LR•IPV4•79『线路34』
CCTV4,http://14.118.89.10:7788/608807419$LR•IPV4•79『线路35』
CCTV4,http://14.118.89.10:7788/608807416$LR•IPV4•79『线路36』
CCTV4,http://45.78.61.93:1234/631780421$LR•IPV4•79『线路37』
CCTV4,http://45.78.61.93:1234/608807419$LR•IPV4•79『线路38』
CCTV4,http://45.78.61.93:1234/608807416$LR•IPV4•79『线路39』
CCTV4,http://fn.gcl.de5.net:5908/gsh950428/631780421$LR•IPV4•79『线路40』
CCTV4,http://fn.gcl.de5.net:5908/gsh950428/608807419$LR•IPV4•79『线路41』
CCTV4,http://fn.gcl.de5.net:5908/gsh950428/608807416$LR•IPV4•79『线路42』
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/631780421$LR•IPV4•79『线路43』
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/608807419$LR•IPV4•79『线路44』
CCTV4,https://live.chinacert.cftest5.cn/cnmg/live/608807416$LR•IPV4•79『线路45』
CCTV4,http://mg.cttv.vip/631780421$LR•IPV4•79『线路46』
CCTV4,http://mg.cttv.vip/608807419$LR•IPV4•79『线路47』
CCTV4,http://mg.cttv.vip/608807416$LR•IPV4•79『线路48』
CCTV4,http://47.119.24.76:59093/631780421$LR•IPV4•79『线路49』
CCTV4,http://47.119.24.76:59093/608807419$LR•IPV4•79『线路50』
CCTV4,http://47.119.24.76:59093/608807416$LR•IPV4•79『线路51』
CCTV4,http://113.98.11.46:3000/631780421$LR•IPV4•79『线路52』
CCTV4,http://113.98.11.46:3000/608807419$LR•IPV4•79『线路53』
CCTV4,http://113.98.11.46:3000/608807416$LR•IPV4•79『线路54』
CCTV4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8$LR•IPV4•79『线路55』
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/index.m3u8$LR•IPV4•79『线路56』
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225781/index.m3u8$LR•IPV4•79『线路57』
CCTV4,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227324/index.m3u8$LR•IPV4•79『线路58』
CCTV4,http://45.192.97.170:8880/play/4.m3u8$LR•IPV4•79『线路59』
CCTV4,http://45.192.97.170:8880/play/18.m3u8$LR•IPV4•79『线路60』
CCTV4,http://45.192.97.170:8880/play/19.m3u8$LR•IPV4•79『线路61』
CCTV4,http://f.123.rr.kg/163189/cctv4$LR•IPV4•79『线路62』
CCTV4,http://111.29.9.33:6610/000000001000/1000000002000031664/index.m3u8?channel-id=bestzb&Contentid=1000000002000031664&livemode=1&stbId=3$LR•IPV4•79『线路63』
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000005000030093&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•79『线路64』
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=yu&mode=1&$8M$LR•IPV4•79『线路65』
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031664&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•79『线路66』
CCTV4,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=yu&mode=1&$6M$LR•IPV4•79『线路67』
CCTV4,http://111.29.9.40:6610/000000001000/5000000005000030093/index.m3u8?channel-id=bestzb&Contentid=5000000005000030093&livemode=1&stbId=3$LR•IPV4•79『线路68』
CCTV4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1788620400-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-d88adcb9e7552ed3c301b7c0e982f7c0&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c$LR•IPV4•79『线路69』
CCTV4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1788591600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-729c41de6c08eca633041742454335f8&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c$LR•IPV4•79『线路70』
CCTV4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1788609600-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-ff37a14777b25dc6392591cb3c36801e&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c$LR•IPV4•79『线路71』
CCTV4,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?$LR•IPV6•79『线路72』
CCTV4,http://221.7.175.154:8445/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•79『线路73』
CCTV4,http://207.56.13.146:81/cdnlive/cctv4.m3u8$LR•IPV4•79『线路74』
CCTV4,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub$LR•IPV4•79『线路75』
CCTV4,http://113.25.252.226:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•79『线路76』
CCTV4,https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8$LR•IPV4•79『线路77』
CCTV4,http://74.91.26.218:82/live/cctv4hd.m3u8$LR•IPV4•79『线路78』
CCTV4,https://dash2.antik.sk/live/test_cctv_tizen/playlist.m3u8$LR•IPV4•79『线路79』
CCTV5,http://gmxw.7766.org:808/hls/93/index.m3u8$LR•IPV4•72『线路1』
CCTV5,http://120.76.248.139/live/bfgd/4200000064.m3u8$LR•IPV4•72『线路2』
CCTV5,http://smzb.bypbwxx.top/lvdou/zhibojm-yangshi.php?token=9325133686c3475a9ac1e1e1ad90dc$LR•IPV4•72『线路3』
CCTV5,http://183.129.255.66:8480/hls/5/index.m3u8$LR•IPV4•72『线路4』
CCTV5,http://www.ikerobot.com:1234/641886683$LR•IPV4•72『线路5』
CCTV5,http://119.233.255.62:1234/641886683$LR•IPV4•72『线路6』
CCTV5,http://120.48.113.49:6006/641886683$LR•IPV4•72『线路7』
CCTV5,http://222.213.105.65:7788/641886683$LR•IPV4•72『线路8』
CCTV5,http://2280.eu.org:1234/641886683$LR•IPV4•72『线路9』
CCTV5,http://122.227.204.50:1905/641886683$LR•IPV4•72『线路10』
CCTV5,http://222.134.19.49:8090/641886683$LR•IPV4•72『线路11』
CCTV5,http://124.221.146.169:7001/641886683$LR•IPV4•72『线路12』
CCTV5,http://121.29.157.193:7788/641886683$LR•IPV4•72『线路13』
CCTV5,http://14.118.89.10:7788/641886683$LR•IPV4•72『线路14』
CCTV5,http://45.78.61.93:1234/641886683$LR•IPV4•72『线路15』
CCTV5,http://fn.gcl.de5.net:5908/gsh950428/641886683$LR•IPV4•72『线路16』
CCTV5,https://live.chinacert.cftest5.cn/cnmg/live/641886683$LR•IPV4•72『线路17』
CCTV5,http://mg.cttv.vip/641886683$LR•IPV4•72『线路18』
CCTV5,http://47.119.24.76:59093/641886683$LR•IPV4•72『线路19』
CCTV5,http://113.98.11.46:3000/641886683$LR•IPV4•72『线路20』
CCTV5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8$LR•IPV4•72『线路21』
CCTV5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8$LR•IPV4•72『线路22』
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8$LR•IPV4•72『线路23』
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4•72『线路24』
CCTV5,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227218/index.m3u8$LR•IPV4•72『线路25』
CCTV5,http://45.192.97.170:8880/play/5.m3u8$LR•IPV4•72『线路26』
CCTV5,http://f.123.rr.kg/163189/cctv5$LR•IPV4•72『线路27』
CCTV5,http://f.123.rr.kg/163189/cctv5-2$LR•IPV4•72『线路28』
CCTV5,http://111.29.9.33:6610/000000001000/1000000001000004794/index.m3u8?channel-id=bestzb&Contentid=1000000001000004794&livemode=1&stbId=3$LR•IPV4•72『线路29』
CCTV5,http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=bestzb&Contentid=5000000010000016619&livemode=1&stbId=yu&mode=1&$4M$LR•IPV4•72『线路30』
